FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Geographic Identifier,Total Population,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied
6037460100,Census Tract 4601,"Census Tract 4601, Los Angeles County, California",6,37,460100,14000US06037460100,6281,2514,2398,2186,212
6037460200,Census Tract 4602,"Census Tract 4602, Los Angeles County, California",6,37,460200,14000US06037460200,5840,2236,2080,1557,523
6037460301,Census Tract 4603.01,"Census Tract 4603.01, Los Angeles County, California",6,37,460301,14000US06037460301,4600,1770,1630,1367,263
6037460302,Census Tract 4603.02,"Census Tract 4603.02, Los Angeles County, California",6,37,460302,14000US06037460302,4381,1465,1363,1065,298
6037460401,Census Tract 4604.01,"Census Tract 4604.01, Los Angeles County, California",6,37,460401,14000US06037460401,903,318,296,209,87
6037460501,Census Tract 4605.01,"Census Tract 4605.01, Los Angeles County, California",6,37,460501,14000US06037460501,5719,1934,1826,1687,139
6037460502,Census Tract 4605.02,"Census Tract 4605.02, Los Angeles County, California",6,37,460502,14000US06037460502,4406,1507,1389,1275,114
6037460600,Census Tract 4606,"Census Tract 4606, Los Angeles County, California",6,37,460600,14000US06037460600,4573,1558,1457,1324,133
6037460700,Census Tract 4607,"Census Tract 4607, Los Angeles County, California",6,37,460700,14000US06037460700,4988,1706,1600,1486,114
6037460800,Census Tract 4608,"Census Tract 4608, Los Angeles County, California",6,37,460800,14000US06037460800,2989,1373,1147,1090,57
6037460900,Census Tract 4609,"Census Tract 4609, Los Angeles County, California",6,37,460900,14000US06037460900,7180,2142,2026,1186,840
6037461000,Census Tract 4610,"Census Tract 4610, Los Angeles County, California",6,37,461000,14000US06037461000,6416,1877,1661,1070,591
6037461100,Census Tract 4611,"Census Tract 4611, Los Angeles County, California",6,37,461100,14000US06037461100,5238,1960,1779,892,887
6037461200,Census Tract 4612,"Census Tract 4612, Los Angeles County, California",6,37,461200,14000US06037461200,4578,1817,1722,1405,317
6037461300,Census Tract 4613,"Census Tract 4613, Los Angeles County, California",6,37,461300,14000US06037461300,7055,2660,2549,1388,1161
6037461400,Census Tract 4614,"Census Tract 4614, Los Angeles County, California",6,37,461400,14000US06037461400,3145,1405,1220,442,778
6037461501,Census Tract 4615.01,"Census Tract 4615.01, Los Angeles County, California",6,37,461501,14000US06037461501,4074,1424,1287,608,679
6037461502,Census Tract 4615.02,"Census Tract 4615.02, Los Angeles County, California",6,37,461502,14000US06037461502,6461,1785,1670,603,1067
6037461600,Census Tract 4616,"Census Tract 4616, Los Angeles County, California",6,37,461600,14000US06037461600,6224,1844,1763,735,1028
6037461700,Census Tract 4617,"Census Tract 4617, Los Angeles County, California",6,37,461700,14000US06037461700,1510,691,648,525,123
6037461901,Census Tract 4619.01,"Census Tract 4619.01, Los Angeles County, California",6,37,461901,14000US06037461901,5387,1745,1600,222,1378
6037461902,Census Tract 4619.02,"Census Tract 4619.02, Los Angeles County, California",6,37,461902,14000US06037461902,1810,1341,1192,84,1108
6037462001,Census Tract 4620.01,"Census Tract 4620.01, Los Angeles County, California",6,37,462001,14000US06037462001,4103,1197,1088,306,782
6037462002,Census Tract 4620.02,"Census Tract 4620.02, Los Angeles County, California",6,37,462002,14000US06037462002,4161,1203,1148,234,914
6037462100,Census Tract 4621,"Census Tract 4621, Los Angeles County, California",6,37,462100,14000US06037462100,5726,1855,1822,619,1203
6037462201,Census Tract 4622.01,"Census Tract 4622.01, Los Angeles County, California",6,37,462201,14000US06037462201,3825,1984,1943,114,1829
6037462202,Census Tract 4622.02,"Census Tract 4622.02, Los Angeles County, California",6,37,462202,14000US06037462202,2785,1846,1313,200,1113
6037462301,Census Tract 4623.01,"Census Tract 4623.01, Los Angeles County, California",6,37,462301,14000US06037462301,4958,1997,1834,354,1480
6037462302,Census Tract 4623.02,"Census Tract 4623.02, Los Angeles County, California",6,37,462302,14000US06037462302,3253,1653,1498,307,1191
6037462400,Census Tract 4624,"Census Tract 4624, Los Angeles County, California",6,37,462400,14000US06037462400,3865,1652,1583,928,655
6037462500,Census Tract 4625,"Census Tract 4625, Los Angeles County, California",6,37,462500,14000US06037462500,6549,2484,2354,1370,984
6037462600,Census Tract 4626,"Census Tract 4626, Los Angeles County, California",6,37,462600,14000US06037462600,2259,916,839,682,157
6037462700,Census Tract 4627,"Census Tract 4627, Los Angeles County, California",6,37,462700,14000US06037462700,5306,2338,2084,752,1332
6037462800,Census Tract 4628,"Census Tract 4628, Los Angeles County, California",6,37,462800,14000US06037462800,2930,1194,1110,520,590
6037462900,Census Tract 4629,"Census Tract 4629, Los Angeles County, California",6,37,462900,14000US06037462900,3795,1442,1336,994,342
6037463000,Census Tract 4630,"Census Tract 4630, Los Angeles County, California",6,37,463000,14000US06037463000,2364,1062,967,663,304
6037463101,Census Tract 4631.01,"Census Tract 4631.01, Los Angeles County, California",6,37,463101,14000US06037463101,2390,931,812,466,346
6037463102,Census Tract 4631.02,"Census Tract 4631.02, Los Angeles County, California",6,37,463102,14000US06037463102,3687,1292,1103,790,313
6037463200,Census Tract 4632,"Census Tract 4632, Los Angeles County, California",6,37,463200,14000US06037463200,3435,1478,1419,837,582
6037463300,Census Tract 4633,"Census Tract 4633, Los Angeles County, California",6,37,463300,14000US06037463300,1932,996,895,497,398
6037463400,Census Tract 4634,"Census Tract 4634, Los Angeles County, California",6,37,463400,14000US06037463400,5936,2798,2560,1129,1431
6037463500,Census Tract 4635,"Census Tract 4635, Los Angeles County, California",6,37,463500,14000US06037463500,5917,3035,2611,831,1780
6037463601,Census Tract 4636.01,"Census Tract 4636.01, Los Angeles County, California",6,37,463601,14000US06037463601,5937,3663,3188,816,2372
6037463602,Census Tract 4636.02,"Census Tract 4636.02, Los Angeles County, California",6,37,463602,14000US06037463602,5915,3424,2869,493,2376
6037463700,Census Tract 4637,"Census Tract 4637, Los Angeles County, California",6,37,463700,14000US06037463700,2884,1807,1431,605,826
6037463800,Census Tract 4638,"Census Tract 4638, Los Angeles County, California",6,37,463800,14000US06037463800,4064,1685,1586,1434,152
6037463900,Census Tract 4639,"Census Tract 4639, Los Angeles County, California",6,37,463900,14000US06037463900,3188,1763,1499,800,699
6037464000,Census Tract 4640,"Census Tract 4640, Los Angeles County, California",6,37,464000,14000US06037464000,5722,2810,2495,1573,922
6037464100,Census Tract 4641,"Census Tract 4641, Los Angeles County, California",6,37,464100,14000US06037464100,7214,2755,2428,2201,227
6037464200,Census Tract 4642,"Census Tract 4642, Los Angeles County, California",6,37,464200,14000US06037464200,6071,2296,2138,1745,393
6037480002,Census Tract 4800.02,"Census Tract 4800.02, Los Angeles County, California",6,37,480002,14000US06037480002,3498,1241,1116,920,196
6037480011,Census Tract 4800.11,"Census Tract 4800.11, Los Angeles County, California",6,37,480011,14000US06037480011,5385,1906,1783,770,1013
6037480012,Census Tract 4800.12,"Census Tract 4800.12, Los Angeles County, California",6,37,480012,14000US06037480012,4871,1727,1609,1009,600
6037480101,Census Tract 4801.01,"Census Tract 4801.01, Los Angeles County, California",6,37,480101,14000US06037480101,3965,1290,1230,771,459
6037480102,Census Tract 4801.02,"Census Tract 4801.02, Los Angeles County, California",6,37,480102,14000US06037480102,4740,1543,1482,865,617
6037480201,Census Tract 4802.01,"Census Tract 4802.01, Los Angeles County, California",6,37,480201,14000US06037480201,3921,1379,1243,1092,151
6037480202,Census Tract 4802.02,"Census Tract 4802.02, Los Angeles County, California",6,37,480202,14000US06037480202,2614,933,848,663,185
6037480302,Census Tract 4803.02,"Census Tract 4803.02, Los Angeles County, California",6,37,480302,14000US06037480302,4593,1806,1789,681,1108
6037480303,Census Tract 4803.03,"Census Tract 4803.03, Los Angeles County, California",6,37,480303,14000US06037480303,3850,1521,1430,354,1076
6037480304,Census Tract 4803.04,"Census Tract 4803.04, Los Angeles County, California",6,37,480304,14000US06037480304,4459,1912,1856,259,1597
6037480400,Census Tract 4804,"Census Tract 4804, Los Angeles County, California",6,37,480400,14000US06037480400,5321,2482,2187,902,1285
6037480500,Census Tract 4805,"Census Tract 4805, Los Angeles County, California",6,37,480500,14000US06037480500,5053,2233,2034,1287,747
6037480600,Census Tract 4806,"Census Tract 4806, Los Angeles County, California",6,37,480600,14000US06037480600,7874,3615,3317,970,2347
6037480702,Census Tract 4807.02,"Census Tract 4807.02, Los Angeles County, California",6,37,480702,14000US06037480702,4477,1751,1626,1139,487
6037480703,Census Tract 4807.03,"Census Tract 4807.03, Los Angeles County, California",6,37,480703,14000US06037480703,3694,1341,1234,678,556
6037480704,Census Tract 4807.04,"Census Tract 4807.04, Los Angeles County, California",6,37,480704,14000US06037480704,4726,1953,1796,596,1200
6037480802,Census Tract 4808.02,"Census Tract 4808.02, Los Angeles County, California",6,37,480802,14000US06037480802,3277,1080,1009,628,381
6037480803,Census Tract 4808.03,"Census Tract 4808.03, Los Angeles County, California",6,37,480803,14000US06037480803,3987,1318,1269,691,578
6037480804,Census Tract 4808.04,"Census Tract 4808.04, Los Angeles County, California",6,37,480804,14000US06037480804,4988,1928,1756,503,1253
6037480901,Census Tract 4809.01,"Census Tract 4809.01, Los Angeles County, California",6,37,480901,14000US06037480901,5512,1729,1688,372,1316
6037480902,Census Tract 4809.02,"Census Tract 4809.02, Los Angeles County, California",6,37,480902,14000US06037480902,4263,1449,1339,186,1153
6037480903,Census Tract 4809.03,"Census Tract 4809.03, Los Angeles County, California",6,37,480903,14000US06037480903,3108,1056,984,349,635
6037481001,Census Tract 4810.01,"Census Tract 4810.01, Los Angeles County, California",6,37,481001,14000US06037481001,4259,1640,1486,508,978
6037481002,Census Tract 4810.02,"Census Tract 4810.02, Los Angeles County, California",6,37,481002,14000US06037481002,5408,2181,2013,761,1252
6037481101,Census Tract 4811.01,"Census Tract 4811.01, Los Angeles County, California",6,37,481101,14000US06037481101,4354,1552,1403,277,1126
6037481102,Census Tract 4811.02,"Census Tract 4811.02, Los Angeles County, California",6,37,481102,14000US06037481102,4025,1548,1409,177,1232
6037481103,Census Tract 4811.03,"Census Tract 4811.03, Los Angeles County, California",6,37,481103,14000US06037481103,4952,1622,1397,684,713
6037481201,Census Tract 4812.01,"Census Tract 4812.01, Los Angeles County, California",6,37,481201,14000US06037481201,3651,1267,1205,541,664
6037481202,Census Tract 4812.02,"Census Tract 4812.02, Los Angeles County, California",6,37,481202,14000US06037481202,6088,2104,1930,923,1007
6037481300,Census Tract 4813,"Census Tract 4813, Los Angeles County, California",6,37,481300,14000US06037481300,3334,869,846,571,275
6037481401,Census Tract 4814.01,"Census Tract 4814.01, Los Angeles County, California",6,37,481401,14000US06037481401,6014,1894,1776,672,1104
6037481402,Census Tract 4814.02,"Census Tract 4814.02, Los Angeles County, California",6,37,481402,14000US06037481402,7242,2152,1925,1043,882
6037481500,Census Tract 4815,"Census Tract 4815, Los Angeles County, California",6,37,481500,14000US06037481500,4640,1571,1527,1074,453
6037481603,Census Tract 4816.03,"Census Tract 4816.03, Los Angeles County, California",6,37,481603,14000US06037481603,3418,1386,1175,537,638
6037481604,Census Tract 4816.04,"Census Tract 4816.04, Los Angeles County, California",6,37,481604,14000US06037481604,3825,1402,1350,401,949
6037481605,Census Tract 4816.05,"Census Tract 4816.05, Los Angeles County, California",6,37,481605,14000US06037481605,2910,1124,1056,362,694
6037481606,Census Tract 4816.06,"Census Tract 4816.06, Los Angeles County, California",6,37,481606,14000US06037481606,4962,1656,1592,458,1134
6037481711,Census Tract 4817.11,"Census Tract 4817.11, Los Angeles County, California",6,37,481711,14000US06037481711,4341,1476,1433,353,1080
6037481712,Census Tract 4817.12,"Census Tract 4817.12, Los Angeles County, California",6,37,481712,14000US06037481712,5451,1703,1656,535,1121
6037481713,Census Tract 4817.13,"Census Tract 4817.13, Los Angeles County, California",6,37,481713,14000US06037481713,2851,1052,940,300,640
6037481714,Census Tract 4817.14,"Census Tract 4817.14, Los Angeles County, California",6,37,481714,14000US06037481714,2784,957,898,213,685
6037481800,Census Tract 4818,"Census Tract 4818, Los Angeles County, California",6,37,481800,14000US06037481800,2820,922,912,677,235
6037481901,Census Tract 4819.01,"Census Tract 4819.01, Los Angeles County, California",6,37,481901,14000US06037481901,5954,2007,1936,1268,668
6037481902,Census Tract 4819.02,"Census Tract 4819.02, Los Angeles County, California",6,37,481902,14000US06037481902,3420,1224,1073,535,538
6037482001,Census Tract 4820.01,"Census Tract 4820.01, Los Angeles County, California",6,37,482001,14000US06037482001,2615,1080,1035,853,182
6037482002,Census Tract 4820.02,"Census Tract 4820.02, Los Angeles County, California",6,37,482002,14000US06037482002,6682,2673,2449,1336,1113
6037482101,Census Tract 4821.01,"Census Tract 4821.01, Los Angeles County, California",6,37,482101,14000US06037482101,4641,1566,1468,794,674
6037482102,Census Tract 4821.02,"Census Tract 4821.02, Los Angeles County, California",6,37,482102,14000US06037482102,2849,1007,893,685,208
6037482201,Census Tract 4822.01,"Census Tract 4822.01, Los Angeles County, California",6,37,482201,14000US06037482201,4006,1331,1229,493,736
6037482202,Census Tract 4822.02,"Census Tract 4822.02, Los Angeles County, California",6,37,482202,14000US06037482202,4897,1632,1521,690,831
6037482301,Census Tract 4823.01,"Census Tract 4823.01, Los Angeles County, California",6,37,482301,14000US06037482301,4893,1370,1314,436,878
6037482303,Census Tract 4823.03,"Census Tract 4823.03, Los Angeles County, California",6,37,482303,14000US06037482303,6084,1654,1538,490,1048
6037482304,Census Tract 4823.04,"Census Tract 4823.04, Los Angeles County, California",6,37,482304,14000US06037482304,3437,980,918,262,656
6037482401,Census Tract 4824.01,"Census Tract 4824.01, Los Angeles County, California",6,37,482401,14000US06037482401,3765,1022,982,382,600
6037482402,Census Tract 4824.02,"Census Tract 4824.02, Los Angeles County, California",6,37,482402,14000US06037482402,7585,2277,2277,1371,906
6037482502,Census Tract 4825.02,"Census Tract 4825.02, Los Angeles County, California",6,37,482502,14000US06037482502,3385,969,878,382,496
6037482503,Census Tract 4825.03,"Census Tract 4825.03, Los Angeles County, California",6,37,482503,14000US06037482503,4399,1140,1056,334,722
6037482521,Census Tract 4825.21,"Census Tract 4825.21, Los Angeles County, California",6,37,482521,14000US06037482521,5827,1633,1464,981,483
