FIPS,Name of Area,Qualifying Name,State (FIPS),County,Census Tract,Total Population,Total Population,Population Density (Per Sq. Mile),Area (Land),Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Total Population: Hispanic or Latino,Total Population: Hispanic or Latino: Two or More Races,Total: Two or More Asian
6037120105,Census Tract 1201.05,"Census Tract 1201.05, Los Angeles County, California",6,37,120105,2872,2872,13501.91,0.212710638,2872,1052,43,30,484,0,1238,25,2162,25,0
6037120106,Census Tract 1201.06,"Census Tract 1201.06, Los Angeles County, California",6,37,120106,4663,4663,58661.79,0.079489557,4663,2031,88,13,389,0,2083,59,4076,59,0
6037120107,Census Tract 1201.07,"Census Tract 1201.07, Los Angeles County, California",6,37,120107,3703,3703,47374.48,0.078164455,3703,1410,83,24,218,6,1927,35,3294,10,0
6037120108,Census Tract 1201.08,"Census Tract 1201.08, Los Angeles County, California",6,37,120108,4754,4754,32708.19,0.145345847,4754,2103,152,94,206,21,2142,36,3926,16,0
6037120300,Census Tract 1203,"Census Tract 1203, Los Angeles County, California",6,37,120300,5190,5190,7821.231,0.663578364,5190,1975,62,104,1120,11,1728,190,3256,154,0
6037120400,Census Tract 1204,"Census Tract 1204, Los Angeles County, California",6,37,120400,6664,6664,16193.74,0.411516965,6664,2968,317,0,1327,0,1830,222,3812,222,0
6037121010,Census Tract 1210.10,"Census Tract 1210.10, Los Angeles County, California",6,37,121010,4901,4901,6577.593,0.745105383,4901,2341,131,59,750,0,1578,42,2965,42,37
6037121020,Census Tract 1210.20,"Census Tract 1210.20, Los Angeles County, California",6,37,121020,3617,3617,11361.7,0.318350124,3617,2061,102,0,496,0,900,58,2074,58,0
6037121101,Census Tract 1211.01,"Census Tract 1211.01, Los Angeles County, California",6,37,121101,2900,2900,15904.57,0.182337524,2900,1893,33,32,224,0,642,76,1970,38,0
6037121102,Census Tract 1211.02,"Census Tract 1211.02, Los Angeles County, California",6,37,121102,2724,2724,946.0164,2.879442685,2724,2297,0,5,90,0,273,59,1674,17,6
6037121210,Census Tract 1212.10,"Census Tract 1212.10, Los Angeles County, California",6,37,121210,3066,3066,3975.689,0.771186971,3066,1581,111,29,576,0,700,69,2088,54,62
6037121221,Census Tract 1212.21,"Census Tract 1212.21, Los Angeles County, California",6,37,121221,2402,2402,12337.02,0.194698585,2402,1758,0,0,59,0,552,33,1975,24,0
6037121222,Census Tract 1212.22,"Census Tract 1212.22, Los Angeles County, California",6,37,121222,5378,5378,10434.33,0.515413971,5378,3855,75,7,322,0,989,130,4737,110,0
6037121600,Census Tract 1216,"Census Tract 1216, Los Angeles County, California",6,37,121600,2542,2542,5777.753,0.439963428,2542,1572,37,5,636,0,239,53,763,0,0
6037121801,Census Tract 1218.01,"Census Tract 1218.01, Los Angeles County, California",6,37,121801,2999,2999,15992.52,0.187525193,2999,1472,144,0,179,0,1072,132,2056,57,0
6037121802,Census Tract 1218.02,"Census Tract 1218.02, Los Angeles County, California",6,37,121802,3249,3249,8851.293,0.367065021,3249,2126,119,82,234,1,584,103,1911,69,16
6037121900,Census Tract 1219,"Census Tract 1219, Los Angeles County, California",6,37,121900,3657,3657,5612.742,0.651553212,3657,2698,80,0,172,0,546,161,2779,161,0
6037122000,Census Tract 1220,"Census Tract 1220, Los Angeles County, California",6,37,122000,6287,6287,5654.375,1.111882372,6287,4197,177,10,669,0,1026,208,2907,37,8
6037122120,Census Tract 1221.20,"Census Tract 1221.20, Los Angeles County, California",6,37,122120,4616,4616,16608.76,0.277925612,4616,3067,1,189,159,0,924,276,3802,120,0
6037122121,Census Tract 1221.21,"Census Tract 1221.21, Los Angeles County, California",6,37,122121,2593,2593,16302.16,0.159058652,2593,1833,108,10,216,12,321,93,1970,68,0
6037122122,Census Tract 1221.22,"Census Tract 1221.22, Los Angeles County, California",6,37,122122,2652,2652,6751.974,0.392774021,2652,1860,21,37,26,0,708,0,2493,0,0
6037122200,Census Tract 1222,"Census Tract 1222, Los Angeles County, California",6,37,122200,3739,3739,5680.265,0.658243976,3739,2897,18,0,132,0,607,85,2879,0,0
6037122410,Census Tract 1224.10,"Census Tract 1224.10, Los Angeles County, California",6,37,122410,3588,3588,13144.12,0.272973852,3588,2253,120,182,130,0,880,23,2871,18,0
6037122420,Census Tract 1224.20,"Census Tract 1224.20, Los Angeles County, California",6,37,122420,4381,4381,13152.33,0.33309691,4381,2507,64,0,313,0,1468,29,3159,24,9
6037123010,Census Tract 1230.10,"Census Tract 1230.10, Los Angeles County, California",6,37,123010,3959,3959,10093.79,0.392221508,3959,3365,94,0,40,16,337,107,3354,102,0
6037123020,Census Tract 1230.20,"Census Tract 1230.20, Los Angeles County, California",6,37,123020,3343,3343,15306.98,0.218397151,3343,2191,42,5,150,0,745,210,2883,175,0
6037123103,Census Tract 1231.03,"Census Tract 1231.03, Los Angeles County, California",6,37,123103,3883,3883,11162.44,0.347863002,3883,2551,243,0,464,0,468,157,2020,126,0
6037123104,Census Tract 1231.04,"Census Tract 1231.04, Los Angeles County, California",6,37,123104,4537,4537,15032.47,0.301813367,4537,2883,142,0,289,0,1173,50,3036,16,0
6037123203,Census Tract 1232.03,"Census Tract 1232.03, Los Angeles County, California",6,37,123203,3880,3880,17216.03,0.225371314,3880,2168,378,0,8,72,1124,130,2980,130,0
6037123204,Census Tract 1232.04,"Census Tract 1232.04, Los Angeles County, California",6,37,123204,3004,3004,23998.09,0.125176642,3004,1483,168,24,157,0,1104,68,2136,43,0
6037123205,Census Tract 1232.05,"Census Tract 1232.05, Los Angeles County, California",6,37,123205,2615,2615,8938.254,0.292562745,2615,1864,108,11,46,0,551,35,1965,35,0
6037123206,Census Tract 1232.06,"Census Tract 1232.06, Los Angeles County, California",6,37,123206,2638,2638,11333.5,0.23276131,2638,1540,18,0,32,0,967,81,2269,45,0
6037123301,Census Tract 1233.01,"Census Tract 1233.01, Los Angeles County, California",6,37,123301,4356,4356,8655.236,0.503279166,4356,2300,152,0,934,0,673,297,1707,215,0
6037123303,Census Tract 1233.03,"Census Tract 1233.03, Los Angeles County, California",6,37,123303,2987,2987,12213.84,0.244558662,2987,2063,33,0,262,0,515,114,1459,45,0
6037123304,Census Tract 1233.04,"Census Tract 1233.04, Los Angeles County, California",6,37,123304,4348,4348,12810.24,0.339415858,4348,3033,97,178,317,0,595,128,1726,51,18
6037123410,Census Tract 1234.10,"Census Tract 1234.10, Los Angeles County, California",6,37,123410,4249,4249,22517.49,0.188697785,4249,2978,77,0,184,55,926,29,2382,25,0
6037123420,Census Tract 1234.20,"Census Tract 1234.20, Los Angeles County, California",6,37,123420,4359,4359,14500.13,0.300617995,4359,3001,287,0,300,0,744,27,2403,5,0
6037123510,Census Tract 1235.10,"Census Tract 1235.10, Los Angeles County, California",6,37,123510,4913,4913,16141.59,0.304368978,4913,2524,123,59,244,0,1772,191,2375,64,0
6037123520,Census Tract 1235.20,"Census Tract 1235.20, Los Angeles County, California",6,37,123520,2888,2888,14896.31,0.193873485,2888,1947,58,92,76,0,549,166,1330,12,5
6037123601,Census Tract 1236.01,"Census Tract 1236.01, Los Angeles County, California",6,37,123601,4741,4741,8163.091,0.58078493,4741,3616,237,0,133,0,688,67,1697,5,0
6037123602,Census Tract 1236.02,"Census Tract 1236.02, Los Angeles County, California",6,37,123602,3664,3664,10228.72,0.358207065,3664,2458,338,0,124,0,706,38,1308,23,0
6037123700,Census Tract 1237,"Census Tract 1237, Los Angeles County, California",6,37,123700,4338,4338,11797.42,0.367707495,4338,3394,123,26,134,0,572,89,1345,0,0
6037123800,Census Tract 1238,"Census Tract 1238, Los Angeles County, California",6,37,123800,6150,6150,12347.23,0.49808725,6150,4520,468,16,223,0,600,323,1815,238,0
6037123901,Census Tract 1239.01,"Census Tract 1239.01, Los Angeles County, California",6,37,123901,4374,4374,8773.731,0.498533584,4374,2878,214,2,266,148,844,22,2185,15,0
6037123902,Census Tract 1239.02,"Census Tract 1239.02, Los Angeles County, California",6,37,123902,2499,2499,9741.516,0.256530918,2499,1681,161,0,309,8,224,116,643,61,0
6037124000,Census Tract 1240,"Census Tract 1240, Los Angeles County, California",6,37,124000,5131,5131,9966.281,0.514835976,5131,4240,215,0,206,0,61,409,672,86,0
6037124102,Census Tract 1241.02,"Census Tract 1241.02, Los Angeles County, California",6,37,124102,3542,3542,14130.4,0.250665254,3542,2356,218,13,286,0,596,73,1792,28,12
6037124103,Census Tract 1241.03,"Census Tract 1241.03, Los Angeles County, California",6,37,124103,1983,1983,15854.13,0.1250778,1983,1056,49,63,191,0,564,60,1302,34,0
6037124104,Census Tract 1241.04,"Census Tract 1241.04, Los Angeles County, California",6,37,124104,2444,2444,19510.09,0.125268534,2444,1725,151,0,50,10,394,114,1542,20,0
6037124105,Census Tract 1241.05,"Census Tract 1241.05, Los Angeles County, California",6,37,124105,2462,2462,19648.51,0.125302125,2462,1762,64,0,170,0,435,31,1358,4,30
6037124201,Census Tract 1242.01,"Census Tract 1242.01, Los Angeles County, California",6,37,124201,3435,3435,9147.309,0.375520273,3435,2595,60,29,232,0,373,146,2092,146,0
6037124203,Census Tract 1242.03,"Census Tract 1242.03, Los Angeles County, California",6,37,124203,2537,2537,20263.92,0.125197877,2537,1882,56,0,91,12,449,47,1486,2,0
6037124204,Census Tract 1242.04,"Census Tract 1242.04, Los Angeles County, California",6,37,124204,2152,2152,17184.02,0.125232627,2152,1230,63,55,106,0,675,23,1257,0,0
6037124300,Census Tract 1243,"Census Tract 1243, Los Angeles County, California",6,37,124300,3026,3026,8796.057,0.34401781,3026,2614,99,0,78,0,164,71,1867,30,0
6037124400,Census Tract 1244,"Census Tract 1244, Los Angeles County, California",6,37,124400,4690,4690,12634.23,0.371213689,4690,3876,141,41,224,1,145,262,1317,118,0
6037124500,Census Tract 1245,"Census Tract 1245, Los Angeles County, California",6,37,124500,3057,3057,9800.057,0.311936967,3057,1777,139,40,237,0,462,402,706,0,0
6037124600,Census Tract 1246,"Census Tract 1246, Los Angeles County, California",6,37,124600,3031,3031,7008.98,0.432445247,3031,2242,210,9,214,0,38,318,359,52,0
6037124700,Census Tract 1247,"Census Tract 1247, Los Angeles County, California",6,37,124700,5697,5697,10949.18,0.520312835,5697,4570,77,18,300,0,345,387,1215,223,0
6037124902,Census Tract 1249.02,"Census Tract 1249.02, Los Angeles County, California",6,37,124902,2654,2654,20301.75,0.130727633,2654,1882,319,0,249,0,75,129,570,57,0
6037124903,Census Tract 1249.03,"Census Tract 1249.03, Los Angeles County, California",6,37,124903,3587,3587,29833.46,0.120234148,3587,3067,81,0,221,0,50,168,1049,65,23
6037125100,Census Tract 1251,"Census Tract 1251, Los Angeles County, California",6,37,125100,6044,6044,12053.77,0.501420084,6044,4763,333,152,505,2,115,174,1398,27,0
6037125200,Census Tract 1252,"Census Tract 1252, Los Angeles County, California",6,37,125200,3623,3623,7200.103,0.503187273,3623,2632,141,1,191,33,215,410,1072,108,0
6037125310,Census Tract 1253.10,"Census Tract 1253.10, Los Angeles County, California",6,37,125310,4761,4761,11702.31,0.406842812,4761,3260,425,0,185,0,646,245,2099,141,0
6037125320,Census Tract 1253.20,"Census Tract 1253.20, Los Angeles County, California",6,37,125320,5379,5379,22027.06,0.244199587,5379,4172,347,58,266,0,388,148,1757,50,0
6037125401,Census Tract 1254.01,"Census Tract 1254.01, Los Angeles County, California",6,37,125401,4729,4729,30790.79,0.153584881,4729,3122,677,0,561,14,103,252,721,238,0
6037125402,Census Tract 1254.02,"Census Tract 1254.02, Los Angeles County, California",6,37,125402,4676,4676,17393.21,0.268840628,4676,3409,274,0,400,10,360,223,742,23,57
6037125501,Census Tract 1255.01,"Census Tract 1255.01, Los Angeles County, California",6,37,125501,3127,3127,17450.94,0.179188089,3127,2198,301,4,264,0,212,148,696,95,23
6037125502,Census Tract 1255.02,"Census Tract 1255.02, Los Angeles County, California",6,37,125502,3457,3457,17122.52,0.201897847,3457,2658,196,8,267,10,133,185,628,90,0
6037125600,Census Tract 1256,"Census Tract 1256, Los Angeles County, California",6,37,125600,2795,2795,7079.065,0.394826154,2795,2421,80,0,180,0,32,82,704,0,0
6037127102,Census Tract 1271.02,"Census Tract 1271.02, Los Angeles County, California",6,37,127102,5663,5663,17069.3,0.331765244,5663,1877,178,0,364,0,3055,189,4032,18,0
6037127103,Census Tract 1271.03,"Census Tract 1271.03, Los Angeles County, California",6,37,127103,3187,3187,29472.77,0.108133706,3187,1058,130,0,288,0,1475,236,1833,0,0
6037127104,Census Tract 1271.04,"Census Tract 1271.04, Los Angeles County, California",6,37,127104,3588,3588,13129.2,0.273283892,3588,1578,184,0,281,0,1466,79,1887,18,0
6037127210,Census Tract 1272.10,"Census Tract 1272.10, Los Angeles County, California",6,37,127210,5714,5714,9611.574,0.594491557,5714,1688,392,0,506,0,3029,99,3654,45,19
6037127220,Census Tract 1272.20,"Census Tract 1272.20, Los Angeles County, California",6,37,127220,5005,5005,19853.93,0.252091129,5005,2128,207,40,451,0,2083,96,3363,0,0
6037127300,Census Tract 1273,"Census Tract 1273, Los Angeles County, California",6,37,127300,3731,3731,9122.836,0.40897371,3731,1249,303,69,376,12,1631,91,1999,35,8
6037127400,Census Tract 1274,"Census Tract 1274, Los Angeles County, California",6,37,127400,6673,6673,8010.411,0.833040925,6673,2062,169,0,422,0,3865,155,5060,64,0
6037127520,Census Tract 1275.20,"Census Tract 1275.20, Los Angeles County, California",6,37,127520,4544,4544,32357.31,0.140431925,4544,869,195,9,325,0,3080,66,3582,37,9
6037127603,Census Tract 1276.03,"Census Tract 1276.03, Los Angeles County, California",6,37,127603,3154,3154,18935.43,0.166566023,3154,995,78,13,88,6,1962,12,2516,7,0
6037127604,Census Tract 1276.04,"Census Tract 1276.04, Los Angeles County, California",6,37,127604,3093,3093,18435.29,0.167776067,3093,1287,118,15,354,0,1167,152,1730,73,0
6037127605,Census Tract 1276.05,"Census Tract 1276.05, Los Angeles County, California",6,37,127605,3998,3998,16055.98,0.249003856,3998,872,74,0,224,0,2775,53,3203,19,0
6037127606,Census Tract 1276.06,"Census Tract 1276.06, Los Angeles County, California",6,37,127606,3499,3499,16667.4,0.209930702,3499,1572,156,12,351,0,1279,129,2106,87,0
6037127711,Census Tract 1277.11,"Census Tract 1277.11, Los Angeles County, California",6,37,127711,3451,3451,9431.873,0.365887023,3451,1637,404,8,321,0,1048,33,1669,9,0
6037127712,Census Tract 1277.12,"Census Tract 1277.12, Los Angeles County, California",6,37,127712,3669,3669,16671.14,0.220080942,3669,1418,276,7,192,0,1732,44,2126,0,48
6037127803,Census Tract 1278.03,"Census Tract 1278.03, Los Angeles County, California",6,37,127803,4675,4675,18893.9,0.247434351,4675,1497,136,7,260,0,2636,139,3009,93,9
6037127804,Census Tract 1278.04,"Census Tract 1278.04, Los Angeles County, California",6,37,127804,4450,4450,18060.66,0.246391875,4450,2021,202,15,576,0,1502,134,2283,42,0
6037127805,Census Tract 1278.05,"Census Tract 1278.05, Los Angeles County, California",6,37,127805,3785,3785,15953.03,0.237259014,3785,1824,281,0,331,35,1298,16,2498,4,0
6037127806,Census Tract 1278.06,"Census Tract 1278.06, Los Angeles County, California",6,37,127806,3253,3253,12332.34,0.263778056,3253,2006,176,0,156,0,874,41,2145,0,5
6037127910,Census Tract 1279.10,"Census Tract 1279.10, Los Angeles County, California",6,37,127910,4960,4960,19770.14,0.250883402,4960,1360,351,0,215,0,3034,0,3731,0,0
6037127920,Census Tract 1279.20,"Census Tract 1279.20, Los Angeles County, California",6,37,127920,4633,4633,18497.23,0.250469886,4633,2426,66,0,172,37,1686,246,2683,115,0
6037128101,Census Tract 1281.01,"Census Tract 1281.01, Los Angeles County, California",6,37,128101,3715,3715,14827.96,0.250540157,3715,2076,129,0,185,0,1216,109,1819,38,0
6037128102,Census Tract 1281.02,"Census Tract 1281.02, Los Angeles County, California",6,37,128102,4976,4976,19863.78,0.25050618,4976,1519,290,53,365,0,2718,31,3405,0,0
6037128210,Census Tract 1282.10,"Census Tract 1282.10, Los Angeles County, California",6,37,128210,5247,5247,24710.6,0.212338049,5247,1751,314,49,159,0,2815,159,4323,106,0
6037128220,Census Tract 1282.20,"Census Tract 1282.20, Los Angeles County, California",6,37,128220,3106,3106,14479.1,0.214516052,3106,1980,203,0,177,0,687,59,1323,28,0
6037128302,Census Tract 1283.02,"Census Tract 1283.02, Los Angeles County, California",6,37,128302,4832,4832,18167.15,0.265974591,4832,3614,190,0,128,0,826,74,3724,0,0
6037128303,Census Tract 1283.03,"Census Tract 1283.03, Los Angeles County, California",6,37,128303,3650,3650,22837.69,0.15982352,3650,2590,123,0,67,0,870,0,3120,0,0
6037128400,Census Tract 1284,"Census Tract 1284, Los Angeles County, California",6,37,128400,4265,4265,6400.238,0.666381466,4265,2954,194,0,345,0,607,165,1568,0,0
6037128500,Census Tract 1285,"Census Tract 1285, Los Angeles County, California",6,37,128500,4123,4123,10965.93,0.375982823,4123,2973,346,0,390,0,265,149,710,53,0
6037128601,Census Tract 1286.01,"Census Tract 1286.01, Los Angeles County, California",6,37,128601,4526,4526,17191.2,0.263274193,4526,2505,81,61,430,2,1258,189,2057,101,13
6037128602,Census Tract 1286.02,"Census Tract 1286.02, Los Angeles County, California",6,37,128602,3910,3910,8927.545,0.437970369,3910,3550,75,0,121,0,97,67,729,0,20
6037128702,Census Tract 1287.02,"Census Tract 1287.02, Los Angeles County, California",6,37,128702,6026,6026,9503.235,0.634099849,6026,4379,520,0,543,0,170,414,941,44,0
6037128801,Census Tract 1288.01,"Census Tract 1288.01, Los Angeles County, California",6,37,128801,3425,3425,18025.43,0.190009375,3425,2166,245,0,508,0,212,294,574,34,57
6037128802,Census Tract 1288.02,"Census Tract 1288.02, Los Angeles County, California",6,37,128802,4959,4959,13225.35,0.374961583,4959,3813,230,0,568,0,132,216,832,15,0
6037128910,Census Tract 1289.10,"Census Tract 1289.10, Los Angeles County, California",6,37,128910,4530,4530,9038.761,0.501174909,4530,3426,424,0,242,20,16,402,585,26,0
6037131010,Census Tract 1310.10,"Census Tract 1310.10, Los Angeles County, California",6,37,131010,6542,6542,16034.35,0.407999188,6542,3296,105,325,1449,0,1121,246,3676,109,16
6037131020,Census Tract 1310.20,"Census Tract 1310.20, Los Angeles County, California",6,37,131020,6133,6133,11116.22,0.551716456,6133,3139,180,28,733,3,1775,275,3845,49,0
6037131100,Census Tract 1311,"Census Tract 1311, Los Angeles County, California",6,37,131100,3372,3372,7926.268,0.42542089,3372,1984,27,8,408,0,809,136,1499,89,0
6037131200,Census Tract 1312,"Census Tract 1312, Los Angeles County, California",6,37,131200,3129,3129,7181.781,0.435685802,3129,2164,210,0,341,0,291,123,1277,76,12
6037131300,Census Tract 1313,"Census Tract 1313, Los Angeles County, California",6,37,131300,5430,5430,12579.16,0.431666479,5430,3182,156,0,739,47,1209,97,3314,60,0
6037131400,Census Tract 1314,"Census Tract 1314, Los Angeles County, California",6,37,131400,6409,6409,14992.88,0.427469548,6409,2966,415,57,1309,0,1481,181,2896,109,32
6037131600,Census Tract 1316,"Census Tract 1316, Los Angeles County, California",6,37,131600,5270,5270,6248.354,0.843422054,5270,2849,28,66,743,0,1410,174,3089,118,14
6037131701,Census Tract 1317.01,"Census Tract 1317.01, Los Angeles County, California",6,37,131701,5214,5214,20471.23,0.254698863,5214,2862,504,35,503,0,956,354,2211,78,0
6037131702,Census Tract 1317.02,"Census Tract 1317.02, Los Angeles County, California",6,37,131702,3725,3725,13449.82,0.276955337,3725,1876,531,50,516,0,537,215,1834,161,7
6037131800,Census Tract 1318,"Census Tract 1318, Los Angeles County, California",6,37,131800,6141,6141,12089.71,0.507952546,6141,3234,415,28,747,0,1350,367,3590,84,10
6037131900,Census Tract 1319,"Census Tract 1319, Los Angeles County, California",6,37,131900,4824,4824,9478.031,0.508966451,4824,2736,253,11,246,0,1325,253,2291,126,0
6037132001,Census Tract 1320.01,"Census Tract 1320.01, Los Angeles County, California",6,37,132001,3613,3613,9660.522,0.373996327,3613,1892,157,0,625,0,580,359,972,59,36
6037132002,Census Tract 1320.02,"Census Tract 1320.02, Los Angeles County, California",6,37,132002,3250,3250,5260.203,0.617846878,3250,2028,174,0,122,20,678,228,1384,36,9
6037132101,Census Tract 1321.01,"Census Tract 1321.01, Los Angeles County, California",6,37,132101,4555,4555,14555.29,0.312944693,4555,1892,493,71,407,0,1530,162,1881,31,20
